Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
FDL58,5.78,0.0,263.7568,OUT017,2636.568,11,3,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCD30,19.7,0.026903714,96.0726,OUT045,1272.3438,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCZ54,14.65,0.0,161.5552,OUT010,324.9104,20,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDE10,6.67,0.150554711,130.0626,OUT010,131.1626,20,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDR44,6.11,0.0,131.2968,OUT010,260.9936,20,3,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDP28,13.65,0.134975628,260.0936,OUT010,260.9936,20,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDX15,17.2,0.15616879,160.6578,OUT013,3690.5294,31,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDA39,6.32,0.0,40.2822,OUT035,1139.1838,14,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY24,4.88,0.133700752,52.9298,OUT049,1995.4026,19,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDC60,5.425,0.115119905,88.3514,OUT017,1416.8224,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH28,15.85,0.110030997,37.2506,OUT046,265.6542,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDT25,7.5,0.051038045,121.7072,OUT017,3552.7088,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRJ13,12.65,0.062837968,161.5578,OUT013,2406.867,31,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCO07,12.792854228644284,0.017116983,211.956,OUT019,213.056,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDW20,20.75,0.024129332,124.173,OUT013,2956.152,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRF27,12.792854228644284,0.049754975,152.134,OUT019,153.134,33,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDS49,9.0,0.0,79.7644,OUT035,1649.8524,14,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX25,12.792854228644284,0.101561568,181.9292,OUT027,3101.2964,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCX42,12.792854228644284,0.005949644,165.6526,OUT027,4769.1254,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDG33,12.792854228644284,0.13956116,170.4764,OUT027,3435.528,33,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDL56,14.1,0.126035694,86.4198,OUT045,1133.8574,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDF14,7.55,0.027164679,152.334,OUT035,2603.278,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCD06,13.0,0.099325278,45.406,OUT046,605.878,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRM47,12.792854228644284,0.04357366,192.8846,OUT027,2293.0152,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDS46,12.792854228644284,0.082741482,118.7782,OUT019,119.1782,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDB35,12.3,0.064565202,92.9804,OUT013,1929.4884,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX21,12.792854228644284,0.084554569,109.8912,OUT027,2074.6328,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCU05,12.792854228644284,0.058451805,79.9618,OUT027,241.6854,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
NCR38,17.25,0.113748685,251.3724,OUT045,6795.1548,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCR18,15.85,0.020603511,42.7112,OUT017,639.168,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCU41,18.85,0.052044976,192.1846,OUT035,3248.4382,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDY56,16.35,0.062764429,227.6062,OUT017,7222.5984,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
DRJ51,14.1,0.087977262,229.0668,OUT035,3225.1352,14,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDK21,7.905,0.010010425,249.0408,OUT035,3755.112,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY25,12.0,0.033946163,179.3976,OUT013,3440.8544,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU44,12.15,0.058414678,163.4552,OUT035,974.7312,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL43,10.1,0.027106459,75.367,OUT049,535.969,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDF05,17.5,0.027022883,262.491,OUT017,5259.82,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRF15,12.792854228644284,0.058153409,152.034,OUT019,306.268,33,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDL20,17.1,0.128937661,112.3886,OUT018,1779.0176,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV32,7.785,0.088846306,61.451,OUT049,759.012,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDJ34,11.8,0.09357779,125.9704,OUT013,1877.556,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG08,13.15,0.165694678,171.8764,OUT045,3779.0808,16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ04,12.792854228644284,0.148392623,41.5796,OUT019,41.2796,33,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDW13,8.5,0.098438394,51.1324,OUT017,259.662,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCI17,8.645,0.143303291,96.341,OUT013,193.082,31,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDY03,17.6,0.076276208,110.9202,OUT045,1687.803,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS12,9.1,0.175103435,127.5362,OUT017,4655.9394,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDJ55,12.8,0.023511371,225.9404,OUT013,4950.8888,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
DRK01,7.63,0.06105276,95.4436,OUT035,1418.154,14,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDG28,9.285,0.049559042,246.4144,OUT017,1225.072,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY38,13.6,0.119418124,231.03,OUT045,5359.69,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDN01,8.895,0.072545601,176.237,OUT045,1764.37,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCR54,16.35,0.090486828,195.211,OUT013,2553.343,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDG29,17.6,0.056245075,43.3454,OUT013,1006.6896,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG24,7.975,0.014618973,85.225,OUT013,1081.925,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG59,15.85,0.043479126,36.7164,OUT017,308.9312,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM28,15.7,0.045166237,178.666,OUT013,2516.724,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW04,8.985,0.057827101,128.831,OUT046,1428.141,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS26,20.35,0.089394766,260.1594,OUT013,2093.2752,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ56,6.59,0.10550944,85.6908,OUT013,1929.4884,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDK51,19.85,0.005234153,264.0884,OUT035,5829.7448,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL22,16.85,0.036390174,91.4488,OUT046,2082.6224,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH19,12.792854228644284,0.03292824,173.1738,OUT027,7298.4996,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY55,16.75,0.081252534,256.4988,OUT013,7452.9652,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY03,17.6,0.076552407,110.5202,OUT017,450.0808,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK21,7.905,0.016758569,250.4408,OUT010,500.6816,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDZ10,12.792854228644284,0.044248175,126.202,OUT027,3668.558,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDZ32,7.785,0.038288087,103.1964,OUT018,736.3748,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCZ18,7.825,0.186032678,253.0698,OUT035,6088.0752,14,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCF07,12.792854228644284,0.031867464,101.0016,OUT027,2125.2336,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
DRE49,20.75,0.021370201,153.0024,OUT017,2277.036,11,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDJ08,12.792854228644284,0.193772568,190.3846,OUT019,573.2538,33,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDT39,6.26,0.009866049,151.1366,OUT035,2267.049,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDE08,18.2,0.082551042,147.3734,OUT010,296.9468,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCD06,13.0,0.099729888,46.306,OUT018,559.272,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDB57,20.25,0.018801549,222.1772,OUT035,5559.43,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCT54,8.695,0.119721451,95.5094,OUT049,1237.7222,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
DRF49,7.27,0.071222087,113.5518,OUT045,569.259,16,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDM25,12.792854228644284,0.060371962,174.0712,OUT027,3866.9664,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF20,12.85,0.033287541,198.4768,OUT045,1379.5376,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH27,7.075,0.05858462,142.7128,OUT018,1869.5664,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV60,12.792854228644284,0.11679292,196.211,OUT027,5499.508,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY59,8.195,0.031452265,94.3462,OUT049,925.462,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDK36,7.09,0.00721395,47.9034,OUT035,583.2408,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCM31,6.095,0.081196619,141.4154,OUT046,1418.154,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDE33,19.35,0.049916364,80.2644,OUT017,942.7728,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU36,6.15,0.04627095,99.3384,OUT046,2364.9216,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDV13,12.792854228644284,0.02747716,87.9856,OUT027,3251.7672,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV20,12.792854228644284,0.104704537,125.2678,OUT019,254.3356,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCQ54,17.7,0.012540003,167.0474,OUT035,5895.659,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDO23,17.85,0.147023834,93.7436,OUT018,1134.5232,9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
DRE60,9.395,0.159657596,224.972,OUT045,7696.648,16,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRP47,15.75,0.141398626,250.5382,OUT017,2775.7202,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDB21,7.475,0.148821808,241.2854,OUT045,5317.0788,16,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDR04,7.075,0.0,98.0068,OUT018,874.8612,9,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDX23,6.445,0.029691762,92.6436,OUT046,1039.9796,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX19,19.1,0.096715523,235.0958,OUT035,3038.0454,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD40,20.25,0.014790559,193.6162,OUT035,3848.324,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA01,15.0,0.054378253,59.1904,OUT046,527.3136,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS33,6.67,0.123428594,89.1514,OUT046,2390.8878,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDM50,12.792854228644284,0.029943463,60.222,OUT027,1677.816,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB29,16.7,0.052368061,112.7176,OUT013,801.6232,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDF46,7.07,0.093861144,115.5834,OUT045,1267.0174,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA33,6.48,0.033968647,148.0076,OUT045,886.8456,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDC08,19.0,0.173154079,228.272,OUT010,452.744,20,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDB53,13.35,0.139735226,147.5392,OUT045,3877.6192,16,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY31,12.792854228644284,0.043351896,146.6418,OUT027,4414.254,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRQ35,12.792854228644284,0.042086652,122.4388,OUT027,5448.9072,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDX36,9.695,0.12848269,223.9404,OUT049,4950.8888,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
DRD13,15.0,0.049357077,62.6168,OUT017,958.752,11,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDC52,11.15,0.008326735,149.9708,OUT017,1956.1204,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB45,20.85,0.021362955,103.2306,OUT049,2404.2038,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCK19,9.8,0.151420934,194.3478,OUT010,387.4956,20,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDV51,16.35,0.032511818,165.0842,OUT013,994.7052,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDZ35,9.6,0.022323658,101.299,OUT045,1754.383,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCW17,12.792854228644284,0.019292355,129.9994,OUT027,3340.9844,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDV59,13.35,0.048124443,216.7166,OUT045,3918.8988,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRH39,20.7,0.09261307,76.367,OUT013,306.268,31,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDN60,12.792854228644284,0.094697274,158.4604,OUT027,4278.4308,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU55,16.2,0.035984104,260.6278,OUT045,4425.5726,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDN58,12.792854228644284,0.056596985,230.9984,OUT027,9267.936,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO01,12.792854228644284,0.020618324,129.3994,OUT027,2055.9904,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCO43,5.5,0.04709821,101.3016,OUT046,3339.6528,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDQ07,15.1,0.087584126,221.7456,OUT045,6410.3224,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDF28,15.7,0.038078899,122.9046,OUT017,1992.0736,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM01,7.895,0.095102092,104.4332,OUT017,2870.9296,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY49,12.792854228644284,0.011953902,164.5184,OUT027,2807.0128,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR24,17.35,0.062799379,88.183,OUT013,539.298,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCY18,7.285,0.031125709,174.3054,OUT013,4377.635,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCY30,20.25,0.026005891,180.9976,OUT045,2716.464,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDJ22,12.792854228644284,0.09246392,190.9504,OUT019,383.5008,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRI37,15.85,0.107765165,59.5904,OUT049,703.0848,19,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDL27,6.17,0.010647477,66.3826,OUT049,1937.478,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCO30,19.5,0.015749341,182.2608,OUT049,3307.6944,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCB07,19.2,0.077628053,197.611,OUT049,3142.576,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDX25,16.7,0.0,181.2292,OUT018,2554.0088,9,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDP59,20.85,0.056695731,104.0648,OUT018,1869.5664,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDR59,14.5,0.063993068,260.4594,OUT045,5494.8474,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT27,11.395,0.069529262,233.1616,OUT013,6093.4016,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
DRI01,7.97,0.034452949,174.0422,OUT046,2586.633,21,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDU09,7.71,0.06670068,55.2956,OUT049,1255.6988,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDH26,19.25,0.034699737,141.7496,OUT046,4093.3384,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH27,7.075,0.058346939,142.2128,OUT046,3163.8816,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDN39,12.792854228644284,0.065203103,166.0816,OUT027,5033.448,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDH40,11.6,0.078929571,79.9276,OUT046,1137.1864,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDJ56,12.792854228644284,0.182514881,98.77,OUT027,2696.49,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRN47,12.1,0.016895293,178.566,OUT018,898.83,9,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
NCO17,10.0,0.073379745,118.244,OUT046,2756.412,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDX60,14.35,0.08075758,81.896,OUT045,878.856,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT22,10.395,0.112271498,58.222,OUT049,659.142,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDX26,12.792854228644284,0.153741385,182.6292,OUT019,182.4292,33,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDG45,8.1,0.127929521,211.4902,OUT013,3610.6334,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDD44,8.05,0.07838564,256.4646,OUT035,5153.292,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS15,9.195,0.078502143,108.7596,OUT017,2588.6304,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDL51,20.7,0.047684831,212.5876,OUT018,1286.3256,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDL32,15.7,0.123159656,110.1544,OUT017,1230.3984,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ07,12.792854228644284,0.0,60.2194,OUT027,1733.7432,33,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCW53,12.792854228644284,0.053392944,193.8162,OUT019,384.8324,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
NCA54,16.5,0.036715907,180.0318,OUT045,3969.4996,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDX09,9.0,0.065236932,176.437,OUT035,7763.228,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDO51,6.785,0.041947547,41.2112,OUT013,809.6128,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW49,19.5,0.082888496,178.6002,OUT018,1253.7014,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB27,7.575,0.055390121,195.2768,OUT046,5715.2272,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF45,18.2,0.012194556,57.7904,OUT013,1464.76,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDV02,16.75,0.060495243,169.8106,OUT013,3251.1014,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY28,7.47,0.0,214.3218,OUT035,4274.436,14,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX31,12.792854228644284,0.014753811,231.7958,OUT027,5375.0034,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR43,12.792854228644284,0.160707489,38.019,OUT027,1318.284,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDP51,13.85,0.085622362,119.4124,OUT018,2251.7356,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDL52,6.635,0.046350909,37.4506,OUT017,1176.4686,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDR44,6.11,0.102920886,130.4968,OUT046,3523.4136,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB34,15.25,0.026604781,86.2198,OUT035,610.5386,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC50,15.85,0.0,96.4094,OUT035,1237.7222,14,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDT57,15.2,0.031860325,235.1248,OUT010,474.0496,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDP22,12.792854228644284,0.0,52.6666,OUT027,717.7324,33,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRE49,20.75,0.021250002,150.5024,OUT046,2580.6408,21,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDM40,10.195,0.159936948,143.2154,OUT046,2552.6772,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY32,7.605,0.129503146,164.021,OUT045,3914.904,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDW07,18.0,0.142688846,88.5514,OUT046,796.9626,21,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDU02,12.792854228644284,0.179484411,228.9352,OUT019,916.1408,33,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCF18,18.35,0.089163056,191.3504,OUT045,3259.7568,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDQ56,6.59,0.105761491,84.8908,OUT049,1677.816,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDN58,13.8,0.056960814,230.0984,OUT049,3707.1744,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDG35,21.2,0.00704098,173.5738,OUT046,2954.1546,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY34,10.5,0.011026594,166.4842,OUT018,2652.5472,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCE19,8.97,0.093203257,52.7956,OUT045,1037.3164,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCK31,12.792854228644284,0.026916794,50.9666,OUT027,717.7324,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
NCJ29,10.6,0.035264298,86.1224,OUT045,426.112,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDT59,13.65,0.015908424,231.1668,OUT035,6911.004,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCX41,19.0,0.017719277,211.0244,OUT046,3811.0392,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDU45,12.792854228644284,0.035334201,115.3518,OUT027,2277.036,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW24,12.792854228644284,0.065652494,48.9034,OUT019,48.6034,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDF22,6.865,0.056919038,212.8218,OUT049,5770.4886,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDM60,10.8,0.048143292,40.2138,OUT046,690.4346,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDR02,16.7,0.022047313,110.2886,OUT013,1890.2062,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRP35,12.792854228644284,0.090427268,126.2336,OUT027,3195.84,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDS48,15.15,0.027779254,150.1708,OUT046,1504.708,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCZ42,10.5,0.0,238.3248,OUT010,711.0744,20,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDZ38,17.6,0.008033611,174.2422,OUT018,4311.055,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDH19,19.35,0.033088472,175.4738,OUT046,521.3214,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCB55,15.7,0.160663021,59.4562,OUT046,829.5868,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDC15,18.1,0.178975721,155.5288,OUT017,1571.288,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDF11,10.195,0.017627888,239.6538,OUT035,2403.538,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDW35,12.792854228644284,0.0194158,41.6454,OUT019,83.8908,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDB44,6.655,0.016993225,211.0586,OUT045,844.2344,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCC06,19.0,0.027139013,127.3336,OUT017,2940.1728,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDR04,7.075,0.03777249,98.0068,OUT010,291.6204,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDB17,13.15,0.036746479,181.2976,OUT045,3259.7568,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDW43,20.1,0.022460102,226.8036,OUT049,3415.554,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA27,20.35,0.0,256.7672,OUT018,5624.6784,9,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
